title,popular_rank,startYear,episodes,language,origin_country,plot,summary,rating,genres,cast,image_url,imdb_id
Ddo Oh Hae Yeong,2730,2016,18,Korean,South Korea,"A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.","A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.",7.9,Comedy.Fantasy.Romance,"['Eric Moon', 'Hyeon-jin Seo', 'Ji-won Ye', 'Ji-seok Kim', 'Hye-bin Jeon', 'Jeong-min Heo', 'Kim Mi-Kyung', 'Jae-yoon Lee', 'Han-wi Lee', 'Hyuk Choi', 'Si-eun Ha', 'Young-ji Heo', 'Hye Eun Lee', 'Nam Gi-Ae', 'Go Gyu-pil', 'Sun-Bin Lee', 'Yu-ri Lee', 'Oh Man-seok']",https://m.media-amazon.com/images/M/MV5BOGY2MGM0NmEtYjVkNC00ZTE2LTg4OGItMTQ0ZWJjMmM1OWFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt5679572
Dead Places,2265,2021,8,English,South Africa,"An author who has dedicated his career to solving paranormal cases, returns home to South Africa to investigate the biggest mystery of his life: His sister's death in a water canal 20 years ago.","An author who has dedicated his career to solving paranormal cases, returns home to South Africa to investigate the biggest mystery of his life: His sister's death in a water canal 20 years ago.",6.8,Adventure.Horror.Thriller,"['Shamilla Miller', 'Anthony Oseyemi', 'Rea Rangaka', 'Shalom Nyandiko', 'David Butler', 'Zondwa Mditshwa', 'Greg Viljoen', 'Luthuli Dlamini', 'Nambitha Ben-Mazwi', 'Mike Bola', 'Tj Bopape', 'Altovise Lawrence', 'Ayanda Seoka', 'Themsie Times', 'Nij Alain', 'Kathleen Anderson', 'Mary-Anne Barlow', 'Themba Behrens']",https://m.media-amazon.com/images/M/MV5BMjE5OTE1ODctZjE2NS00ZmI4LTllNGQtMTg1ZGZmYmMxMTU4XkEyXkFqcGdeQXVyNjUyNDgzMTM@._V1_FMjpg_UX1000_.jpg,tt13831266
Dead to Me,209,2019,21,English,United States,A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,8,Comedy.Drama,"['Christina Applegate', 'Linda Cardellini', 'Sam McCarthy', 'Luke Roessler', 'James Marsden', 'Max Jenkins', 'Diana Maria Riva', 'Brandon Scott', 'Keong Sim', 'Natalie Morales', 'Valerie Mahaffey', 'Suzy Nakamura', 'Edward Asner', 'Haley Sims', 'Eien Kobayashi', 'Telma Hopkins', 'Frances Conroy', 'Jadon Cole']",https://m.media-amazon.com/images/M/MV5BNTcyOTA3ZWUtOWEwMy00YjI5LWIyNjctNTAyYjI5ZmE0NGI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt8064302
Deadly Class,619,2018,10,English,United States,"A coming-of-age story set against the backdrop of late 1980s counterculture, which follows a disillusioned teen recruited into a storied high school for assassins.","Set in a dark, comic book world against the backdrop of late '80s counterculture, Deadly Class follows a homeless teen recruited into a storied elite private school where the world's top crime families send their next generations. Maintaining his moral code while surviving a ruthless curriculum, vicious social cliques and his own adolescent uncertainties soon proves to be vital. —ahmetkozan",7.6,Action.Adventure.Comedy,"['Benedict Wong', 'Benjamin Wadsworth', 'Lana Condor', 'María Gabriela de Faría', 'Luke Tennie', 'Liam James', 'Taylor Hickson', 'Jack Gillett', 'Tom Stevens', 'Michel Duval', 'Sean Depner', 'Olivia Cheng', 'Siobhan Williams', 'Isaiah Lehtinen', 'Juan Grey', 'Brian Posehn', 'David Zayas', 'Victor Andres Turgeon-Trelles']",https://m.media-amazon.com/images/M/MV5BMTg2OTcyMjEwNV5BMl5BanBnXkFtZTgwNDE5Mzk2NjM@._V1_FMjpg_UX1000_.jpg,tt5924572
Deadman Wonderland,1743,2011,13,Japanese,Japan,"After being falsely convicted for the murder of his entire class, a young man must learn to survive in a mysterious prison with a perverted take on incarceration while also looking to clear his name.","Ganta, the sole survivor of the brutal murder of his entire class, is framed and ends up falsely convicted for it. During the massacre the real killer embeds a red crystal in him. Ganta is sent to a privately owned prison which has a rather different and perverted take on incarceration, entertaining the masses by performing dangerous games in exchange for privileges. Every inmate he encounters has their own goals, survival being the main one, and it is now up to him to survive this and maybe even prove his innocence. —Mattias1",7.2,Action.Animation.Drama,"['Greg Ayres', 'Kana Hanazawa', 'Romi Pak', 'Monica Rial', 'Kanehira Yamamoto', 'Aaron Dismuke', 'Kouzou Douzaka', 'Josh Grelle', 'Jamie Marchi', 'Tia Lynn Ballard', 'Terri Doty', 'Shohei Kobayashi', 'Ayumi Yonemaru', 'Masaaki Itatori', 'Hiroto Kazuki', 'Noriaki Morita', 'Austin Tindle', 'Kazutomi Yamamoto']",https://m.media-amazon.com/images/M/MV5BNWExOTUxYjQtYmNhOS00OGViLWI3N2ItMzBhMWY5NGJkYjlmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_FMjpg_UX1000_.jpg,tt1909447
Deaf U,3695,2020,8,English,United States,"Deaf U follows a group of students attending Gallaudet University, a private college catering to the deaf and hard of hearing. For DiMarco, the goal of the series is to show deaf people as humans, from all walks of life.","Deaf U follows a group of students attending Gallaudet University, a private college catering to the deaf and hard of hearing. For DiMarco, the goal of the series is to show deaf people as humans, from all walks of life.",6.4,Drama.Reality-TV,"['Rodney Burford', 'Alexa Paulay-Simmons', 'Cheyenna Clearbrook', 'Dalton Taylor', 'Renate Rose', 'Daequan Taylor', 'Cameron Symansky', 'Tessa Lewis', 'Raelynn', 'Tayla', 'Braxton', 'Zane Pedersen', 'Greta']",https://m.media-amazon.com/images/M/MV5BMGQ3YjlkZWItY2EzYi00OGNlLTkxNDItMmNhMjM2YTlmOGE4XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg,tt13070478
Dear White People,1099,2017,40,English,United States,"At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination.","At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination.",6.2,Comedy.Drama,"['Antoinette Robertson', 'Logan Browning', 'Brandon P Bell', 'DeRon Horton', 'John Patrick Amedori', 'Ashley Blaine Featherson', 'Marque Richardson', 'Giancarlo Esposito', 'Nia Jervier', 'Jemar Michael', 'Wyatt Nash', 'Nicholas Anthony Reid', 'Courtney Sauls', 'Caitlin Carver', 'Jeremy Tardy', 'Obba Babatundé', 'Erich Lane', 'Rome Flynn']",https://m.media-amazon.com/images/M/MV5BNjQ1OTU3MWUtYTU1Ny00NGFkLTk1MTItMjM4ZWQ4M2IxMTdhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_FMjpg_UX1000_.jpg,tt5707802
Death by Magic,4300,2018,8,English,United States,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.","Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",6.1,Reality-TV,"['Troy Dillinger', 'L.A. James', 'Ebonie Marie', 'Drummond Money-Coutts', 'Roger Julian Cross', 'Chriz Ortiz']",https://m.media-amazon.com/images/M/MV5BOWI2Y2UxOWMtZmZjMi00OWU2LWE3MzAtYTM4NWNmMzBmNzk0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt8887956
Death Note: Desu nôto,198,2006,37,Japanese,Japan,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,"After an intelligent yet cynical high school student begins to cleanse the world from evil with the help of a magical notebook that can kill anyone whose name is written on it, international authorities call upon a mysterious detective known as ""L"" to thwart his efforts. —Paleman",9,Animation.Crime.Drama,"['Mamoru Miyano', 'Brad Swaile', 'Vincent Tong', 'Ryô Naitô', 'Trevor Devall', 'Brian Drummond', 'Naoya Uchida', 'Chris Britton', 'Keiji Fujiwara', 'Kappei Yamaguchi', 'Aya Hirano', 'Shannon Chan-Kent', 'Alessandro Juliani', 'Shidô Nakamura', 'John Murphy', 'Kazuya Nakai', 'Kiyoshi Kobayashi', 'French Tickner']",https://m.media-amazon.com/images/M/MV5BODkzMjhjYTQtYmQyOS00NmZlLTg3Y2UtYjkzN2JkNmRjY2FhXkEyXkFqcGdeQXVyNTM4MDQ5MDc@._V1_FMjpg_UX1000_.jpg,tt0877057
Degrassi: Next Class,1367,2016,40,English,Canada,"Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.","Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto. It is the fifth series in the Degrassi franchise. The series covers issues such as mental illness, homophobia, racism, feminism, religion ,online, and dysfunctional families.",6.9,Drama.Romance,"[""Na'ku'set Gould"", 'Amanda Arcuri', 'Sara Waisglass', 'Ehren Kassam', 'Ricardo Hoyos', 'Eric Osborne', 'Ana Golja', 'Olivia Scriven', 'Richard Walters', 'Lyle Lettau', 'Reiya Downs', 'André Dae Kim', 'Spencer Macpherson', 'Chelsea Clark', 'Soma Chhaya', 'Jamie Bloch', 'Amir Bageria', 'Dante Scott']",https://m.media-amazon.com/images/M/MV5BMGQwZDE2YWYtMzkzNS00ZjYzLWEyYzUtNjNhMTk5NDNkYTdkXkEyXkFqcGdeQXVyMjcxODEyMTg@._V1_FMjpg_UX1000_.jpg,tt5320160
Delete,4378,2013,2,English,United States,A reporter and a young hacker uncover an artificial intelligence which has become sentient. It has one goal. Self preservation. Humans are trying to destroy it. So it's 'it' or them.,"Delete imagines a disaster in our all-too-fragile digital world where the web becomes dangerously self-aware with one systematic purpose, to destroy mankind. Faced with possible extinction, there is only one way out - create a second artificial intelligence, just as alive, just as intelligent and just as dangerous. —Sonar Entertainment",5.6,Action.Drama.Sci-Fi,"['Keir Gilchrist', 'Erin Karpluk', 'Ryan Robbins', 'Gil Bellows', 'Seth Green', 'Matt Frewer', 'Janet Kidder', 'Andrew Airlie', 'Blu Mankuma', 'Theresa Russell', 'Michael P. Northey', 'Michael J Rogers', 'Birkett Turton', 'Agam Darshi', 'Peter New', 'Don Thompson', 'Jaylee Hamidi', 'Emily Holmes']",https://m.media-amazon.com/images/M/MV5BOGVjNjJkNDQtMTJhMC00ODJjLTljOTktZDIyODJiYTdkMTExXkEyXkFqcGdeQXVyMDAwMDg2MQ@@._V1_FMjpg_UX1000_.jpg,tt2316306
Delhi Crime,813,2019,8,English,India,"Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime.","It is based on the true-life investigation about a brutal gang rape in India. The case had enormous impact, paving the way for the introduction of stricter laws so the victim's voice will finally be heard in this developing nation. —Richie Mehta",8.5,Crime.Drama,"['Shefali Shah', 'Rajesh Tailang', 'Rasika Dugal', 'Anurag Arora', 'Jaya Bhattacharya', 'Yashaswini Dayama', 'Vinod Sharawat', 'Adil Hussain', 'Sidharth Bhardwaj', 'Gopal Datt', 'Denzil Smith', 'Swati Bhatia', 'Mridul Sharma', 'Abhilasha Singh', 'Sanjay Bishnoi', 'Shobhna Bharadwaj', 'Gaurav Rana', 'Amitabh Acharya']",https://m.media-amazon.com/images/M/MV5BODg1MTYyZjYtMzJhZi00ZjI3LWI3MTItZTFhZDNhZmYwMjYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg,tt9398466
DeMarcus Family Rules,4981,2020,6,English,United States,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.,6.2,Reality-TV,"['Jane Alderson', 'Chris Chambers', 'Allison DeMarcus', 'Dylan DeMarcus', 'Jay DeMarcus', 'Madeline DeMarcus', 'Paige Dennis', 'Amy Otto', 'Ava Otto', 'James Otto']",https://m.media-amazon.com/images/M/MV5BNjg5ZWNjODctNDU1YS00ODk3LWE3MTEtZTUzODk0YTZiNTQzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg,tt12759420
Demon Slayer: Kimetsu No Yaiba,108,2019,28,Japanese,Japan,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","From the earliest times, the humanity knows about human-flesh eating monsters, lurking in the darkness to devour an unfortunate soul that does not trust rumors. However, the rumors also mention an elite corps of demon hunters, skilled assassins, killing demons. Demon Slayer focuses on Tanjirou Kamado, who is still very young, but is the only man in his family. One day, Tanjirou decides to go down to the local village to make a little money, selling charcoal. When he returns back, he becomes an unwilling part of these horrifying rumors: his family is slaughtered and the only survivor, his sister Nezuko, is turned into demon. For some reason, Nezuko still acts as a human, which is the reason for Tanjirou to join demon slayers and cure his sister. Will he manage to join the elite corps and cure his sister? —Scientiiaa",8.7,Action.Animation.Fantasy,"['Natsuki Hanae', 'Zach Aguilar', 'Abby Trott', 'Akari Kitô', 'Aleks Le', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Bryce Papenbrook', 'Doug Erholtz', 'Johnny Yong Bosch', 'Brook Chalmers', 'Takahiro Sakurai', 'Saori Hayami', 'Erika Harlacher', 'Takumi Yamazaki', 'Shinya Takahashi', 'Hôchû Ôtsuka', 'Reba Buhr']",https://m.media-amazon.com/images/M/MV5BZjZjNzI5MDctY2Y4YS00NmM4LTljMmItZTFkOTExNGI3ODRhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg,tt9335498
Derek,1093,2012,14,English,United Kingdom,Derek is a loyal nursing home care assistant who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.,"With Derek, Ricky Gervais forays back into comedy with a sensitive format that sheds awareness along its humorous path. Styled in mockumentary fashion, Derek (Ricky Gervais) is the story of a man who works in a British nursing home, helping to care for its residents. While Derek could be said to suffer somewhat, lacking in some mental faculty, this remains debatable throughout. The story takes place primarily within the nursing home, yet does venture beyond those walls into the world of the norm. The character subjects vary from typically aged to otherwise different-from-norm. Derek's primary colleague is Hannah (Kerry Godliman), who has apparently worked in the home for some time and exhibits great care toward her subjects. —Angela T.",8,Comedy.Drama,"['Ricky Gervais', 'Kerry Godliman', 'David Earl', 'Tim Barlow', 'Arthur Nightingale', 'Ninette Finch', 'Margaret Towner', 'Sheila Collings', 'Barry Martin', 'Prem Modgil', 'Blanche Williams', 'Brett Goldstein', 'Holli Dempsey', 'Karl Pilkington', 'Kay Noone', 'Laura June Hudson', 'Colin Hoult', 'Tony Rohr']",https://m.media-amazon.com/images/M/MV5BMTQ2NzA0ODIzMl5BMl5BanBnXkFtZTgwMDg5NzMxMDE@._V1_FMjpg_UX1000_.jpg,tt2616280
Derren Brown: Apocalypse,4388,2012,2,English,United Kingdom,A member of the public is given a second chance at life when mentalist Derren Brown makes him realize how important life is by tricking him into believing that a meteor has hit the earth and is now populated by zombies.,A member of the public is given a second chance at life when mentalist Derren Brown makes him realize how important life is by tricking him into believing that a meteor has hit the earth and is now populated by zombies.,7.9,Documentary.Horror.Mystery,"['Derren Brown', 'Steven Brosnan', 'Gilbert Martin', 'Jordan Loughran', 'Sarah Cruddas', 'Ben Dewar-Powell', 'Shaun Lucas', ""Sarah O'Connell"", 'Richard Rumble']",https://m.media-amazon.com/images/M/MV5BMTkxNDY5ODE2Nl5BMl5BanBnXkFtZTgwNzQ3ODgyNDE@._V1_FMjpg_UX1000_.jpg,tt2513228
Derry Girls,296,2018,13,English,United Kingdom,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,8.4,Comedy,"['Saoirse-Monica Jackson', 'Louisa Harland', 'Nicola Coughlan', ""Jamie-Lee O'Donnell"", 'Dylan Llewellyn', ""Tara Lynne O'Neill"", 'Kathy Kiera Clarke', 'Tommy Tiernan', 'Ian McElhinney', 'Siobhan McSweeney', ""Leah O'Rourke"", 'Beccy Henderson', 'Claire Rafferty', 'Amelia Crowley', 'Ava Grace Mcaleese', 'Mya Rose McAleese', 'Donna Traynor', 'Kevin McAleer']",https://m.media-amazon.com/images/M/MV5BNzU0MTFiNjUtNzIxMi00ZGZiLTgwZmUtMjIxOWNmMDE0NTE1XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_FMjpg_UX1000_.jpg,tt7120662
Desenfrenadas,2276,2020,10,Spanish,Mexico,Four girlfriends on a weekend road trip end up on a journey of self-discovery.,Four girlfriends on a weekend road trip end up on a journey of self-discovery.,7.3,Comedy.Drama,"['Tessa Ia', 'Bárbara López', 'Lucía Uribe', 'Coty Camacho', 'Aitana Rinab Perez', 'Tomas Ruiz', 'Diego Calva', 'Fernando Ciangherotti', 'Mar Carrera', 'Sebastián Buitrón', 'Gabriel Chávez', 'Silvia Gómez', 'Jimena Padilla', 'Meteora Fontana', 'Camila Valero', 'Lucca Zuberbuhler', ""Victorio D'Alessandro"", 'Carlos Gatica']",https://m.media-amazon.com/images/M/MV5BZmUxNmRmNzctNGIzNS00NDI0LTkwZTktMjcwMjNkYmNiNjllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,tt11120674
Designated Survivor,176,2016,53,English,United States,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,"Kiefer Sutherland stars as Tom Kirkman, a lower-level cabinet member who is suddenly appointed President of the United States after a catastrophic attack on the US Capitol during the State of the Union, on the highly anticipated series Designated Survivor. In this dramatic thriller, Kirkman will struggle to keep the country and his own family from falling apart, while navigating the highly-volatile political arena and while leading the search to find who is responsible for the attack. —ahmetkozan",7.5,Action.Drama.Mystery,"['Kiefer Sutherland', 'Adan Canto', 'Italia Ricci', 'Kal Penn', 'Maggie Q', 'LaMonica Garrett', 'Natascha McElhone', 'Jake Epstein', 'Paulo Costanzo', 'Zoe McLellan', 'Mckenna Grace', 'Ben Lawson', 'Tanner Buchanan', 'Reed Diamond', 'Malik Yoba', 'Geoff Pierson', 'Virginia Madsen', 'Vanessa Burns']",https://m.media-amazon.com/images/M/MV5BZTdkMGNhZmYtNzAxMy00NWJkLThkN2MtNjVkNzY0NzVlMWQ4XkEyXkFqcGdeQXVyMTA0MDgzNTE1._V1_FMjpg_UX1000_.jpg,tt5296406
